,count,mean,std,min,25%,50%,75%,max
target_log1p,87223.0,13.55428027173355,2.9761313536883445,0.0,12.866953148851326,13.815511557963774,15.068273812173889,19.11382792951231
target_log1p_lag1,61534.0,13.946492692791384,2.726663084186458,0.0,13.122365377402328,14.220976332738882,15.319588176962746,19.11382792951231
